set_id,noinfo_variant,noinfo_calibration,noinfo_window,noinfo_quantile,gt_hard_count,base_risk_method,physical_policy_status,noinfo_min_run,noinfo_context_radius,hard_count,hard_percentage_all_notes,gt_error_recall,assigned_gt_error_recall,gt_precision,error_enrichment,incremental_count_beyond_physical,incremental_errors_beyond_physical
legacy_current_default__ni_k3_r1,ni_k3_r1,fixed,,,90,legacy_current_default,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,35000,0.06881351733412501,0.0663265306122449,0.2222222222222222,0.28888888888888886,1.3265306122448979,35000,26
hy_two_of_three_families__ni_k3_r4,ni_k3_r4,fixed,,,223,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,66137,0.1300319884550579,0.07908163265306123,0.26495726495726496,0.13901345291479822,0.6383270797108082,66137,31
hy_hierarchical__ni_k3_r1,ni_k3_r1,fixed,,,235,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,66287,0.130326903529347,0.061224489795918366,0.20512820512820512,0.10212765957446808,0.46895353886235347,66287,24
hy_two_of_three_families__ni_k2_r1,ni_k2_r1,fixed,,,229,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,67620,0.13294771548952952,0.07142857142857142,0.23931623931623933,0.1222707423580786,0.561447286338116,67620,28
hy_hierarchical__ni_k3_r2,ni_k3_r2,fixed,,,249,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,70289,0.13819523771138037,0.0663265306122449,0.2222222222222222,0.10441767068273092,0.47946889599213177,70289,26
hy_direct_plus_corroborated__ni_k2_r2,ni_k2_r2,fixed,,,249,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,76442,0.15029265405871955,0.0663265306122449,0.2222222222222222,0.10441767068273092,0.47946889599213177,76442,26
hy_hierarchical__ni_k3_r4,ni_k3_r4,fixed,,,274,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,77773,0.15290953381791156,0.07653061224489796,0.2564102564102564,0.10948905109489052,0.5027558468642932,77773,30
hy_hierarchical__ni_k2_r1,ni_k2_r1,fixed,,,281,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,79082,0.15548315936620785,0.06887755102040816,0.23076923076923078,0.09608540925266904,0.4412085118745007,79082,27
hy_two_of_three_families__ni_k2_r2,ni_k2_r2,fixed,,,276,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,83552,0.16427162858002323,0.08418367346938775,0.28205128205128205,0.11956521739130435,0.5490239574090506,83552,33
hy_hierarchical__ni_k2_r2,ni_k2_r2,fixed,,,326,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,94339,0.18547995462240058,0.08163265306122448,0.27350427350427353,0.09815950920245399,0.45073244021534997,94339,32
hy_direct_plus_corroborated__ni_k2_r4,ni_k2_r4,fixed,,,333,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,104504,0.20546536615672573,0.08163265306122448,0.27350427350427353,0.0960960960960961,0.441257584114727,104504,32
hy_two_of_three_families__ni_k2_r4,ni_k2_r4,fixed,,,356,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,110739,0.2177240027446763,0.09948979591836735,0.3333333333333333,0.10955056179775281,0.5030382939692731,110739,39
hy_hierarchical__ni_k2_r4,ni_k2_r4,fixed,,,403,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,120468,0.2368521944630678,0.09693877551020408,0.3247863247863248,0.09429280397022333,0.4329771610877602,120468,38
mandatory_missing__ni_k5_r1,ni_k5_r1,fixed,,,0,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,580,0.0011403382872512146,0.0,0.0,,,580,0
mandatory_missing__ni_k5_r2,ni_k5_r2,fixed,,,0,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,1149,0.002259049469054561,0.0,0.0,,,1149,0
mandatory_missing__ni_k5_r4,ni_k5_r4,fixed,,,0,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,2247,0.004417827812850826,0.0,0.0,,,2247,0
mandatory_missing__ni_k3_r1,ni_k3_r1,fixed,,,17,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,5397,0.010611044372922077,0.00510204081632653,0.017094017094017096,0.11764705882352941,0.5402160864345739,5397,2
mandatory_missing__ni_k3_r2,ni_k3_r2,fixed,,,33,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,10476,0.020596868788351246,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.6957328385899815,10476,5
mandatory_missing__ni_k3_r4,ni_k3_r4,fixed,,,64,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,19824,0.03897597621804841,0.02295918367346939,0.07692307692307693,0.140625,0.6457270408163266,19824,9
mandatory_missing__ni_k2_r1,ni_k2_r1,fixed,,,71,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,21651,0.042568041822889736,0.015306122448979591,0.05128205128205128,0.08450704225352113,0.38804254096004603,21651,6
mandatory_missing__ni_k2_r2,ni_k2_r2,fixed,,,128,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,40529,0.0796840869724215,0.03571428571428571,0.11965811965811966,0.109375,0.5022321428571429,40529,14
mandatory_missing__ni_k2_r4,ni_k2_r4,fixed,,,224,mandatory_missing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,72373,0.1422925911435037,0.05357142857142857,0.1794871794871795,0.09375,0.43048469387755106,72373,21
ni_k5_r1,ni_k5_r1,fixed,,,0,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,580,0.0011403382872512146,0.0,0.0,,,580,0
ni_w5_q990,ni_w5_q990,training_fold,5.0,0.99,10,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,785,0.0015433888887796611,0.0,0.0,0.0,0.0,785,0
ni_w5_q995,ni_w5_q995,training_fold,5.0,0.995,3,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,785,0.0015433888887796611,0.0,0.0,0.0,0.0,785,0
ni_w17_q995,ni_w17_q995,training_fold,17.0,0.995,17,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,1004,0.001973964897241758,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.27010804321728693,1004,1
ni_w9_q995,ni_w9_q995,training_fold,9.0,0.995,8,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,1094,0.002150913941815222,0.0,0.0,0.0,0.0,1094,0
ni_k5_r2,ni_k5_r2,fixed,,,0,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,1149,0.002259049469054561,0.0,0.0,,,1149,0
ni_k5_r4,ni_k5_r4,fixed,,,0,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,2247,0.004417827812850826,0.0,0.0,,,2247,0
ni_w17_q990,ni_w17_q990,training_fold,17.0,0.99,19,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,2496,0.004907386836170744,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.24167561761546724,2496,1
ni_w9_q975,ni_w9_q975,training_fold,9.0,0.975,43,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,5060,0.009948468506019216,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.42714760322733747,5060,4
ni_w9_q990,ni_w9_q990,training_fold,9.0,0.99,23,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,5060,0.009948468506019216,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.19964507542147295,5060,1
ni_k3_r1,ni_k3_r1,fixed,,,17,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,5397,0.010611044372922077,0.00510204081632653,0.017094017094017096,0.11764705882352941,0.5402160864345739,5397,2
ni_w17_q975,ni_w17_q975,training_fold,17.0,0.975,30,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,6006,0.011808399574535854,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.15306122448979592,6006,1
ni_w5_q975,ni_w5_q975,training_fold,5.0,0.975,33,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",,,8627,0.016961548972614187,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.6957328385899815,8627,5
ni_k3_r2,ni_k3_r2,fixed,,,33,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,10476,0.020596868788351246,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.6957328385899815,10476,5
ni_k3_r4,ni_k3_r4,fixed,,,64,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,19824,0.03897597621804841,0.02295918367346939,0.07692307692307693,0.140625,0.6457270408163266,19824,9
ni_k2_r1,ni_k2_r1,fixed,,,71,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,21651,0.042568041822889736,0.015306122448979591,0.05128205128205128,0.08450704225352113,0.38804254096004603,21651,6
ni_k2_r2,ni_k2_r2,fixed,,,128,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,40529,0.0796840869724215,0.03571428571428571,0.11965811965811966,0.109375,0.5022321428571429,40529,14
ni_k2_r4,ni_k2_r4,fixed,,,224,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,72373,0.1422925911435037,0.05357142857142857,0.1794871794871795,0.09375,0.43048469387755106,72373,21
wl_model_agreement__ni_k5_r1,ni_k5_r1,fixed,,,1009,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,279738,0.5499930203432418,0.2423469387755102,0.811965811965812,0.09415262636273539,0.4323334884003156,279738,95
wl_model_agreement__ni_k5_r2,ni_k5_r2,fixed,,,1009,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,279942,0.550394104844275,0.2423469387755102,0.811965811965812,0.09415262636273539,0.4323334884003156,279942,95
wl_model_agreement__ni_k5_r4,ni_k5_r4,fixed,,,1009,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,280332,0.5511608840374267,0.2423469387755102,0.811965811965812,0.09415262636273539,0.4323334884003156,280332,95
wl_model_agreement__ni_k3_r1,ni_k3_r1,fixed,,,1013,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,281415,0.5532901708737941,0.2423469387755102,0.811965811965812,0.09378084896347483,0.430626347281262,281415,95
wl_model_agreement__ni_k3_r2,ni_k3_r2,fixed,,,1019,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,283269,0.5569353211920074,0.24744897959183673,0.8290598290598291,0.09519136408243375,0.4371032024193387,283269,97
wl_model_agreement__ni_k3_r4,ni_k3_r4,fixed,,,1025,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,286666,0.563614164574408,0.24744897959183673,0.8290598290598291,0.09463414634146342,0.43454454952712795,286666,97
wl_model_agreement__ni_k2_r1,ni_k2_r1,fixed,,,1033,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,287117,0.5645008758977706,0.24489795918367346,0.8205128205128205,0.09293320425943853,0.4267341011912994,287117,96
wl_model_agreement__ni_k2_r2,ni_k2_r2,fixed,,,1045,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,293994,0.5780217490036785,0.25,0.8376068376068376,0.0937799043062201,0.4306220095693781,293994,98
wl_model_agreement__ni_k2_r4,ni_k2_r4,fixed,,,1071,wl_model_agreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,305593,0.6008265486482076,0.25,0.8376068376068376,0.0915032679738562,0.42016806722689076,305593,98
wl_strict_obvious__ni_k5_r1,ni_k5_r1,fixed,,,1239,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,351827,0.6917272389460914,0.2780612244897959,0.9316239316239316,0.08797417271993543,0.40396303799970357,351827,109
wl_strict_obvious__ni_k5_r2,ni_k5_r2,fixed,,,1239,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,351922,0.6919140184931413,0.2780612244897959,0.9316239316239316,0.08797417271993543,0.40396303799970357,351922,109
wl_strict_obvious__ni_k5_r4,ni_k5_r4,fixed,,,1239,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,352095,0.6922541538788214,0.2780612244897959,0.9316239316239316,0.08797417271993543,0.40396303799970357,352095,109
wl_strict_obvious__ni_k3_r1,ni_k3_r1,fixed,,,1241,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,352611,0.6932686617343758,0.2780612244897959,0.9316239316239316,0.08783239323126511,0.40331200973540104,352611,109
wl_strict_obvious__ni_k3_r2,ni_k3_r2,fixed,,,1244,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,353502,0.6950204572756532,0.28061224489795916,0.9401709401709402,0.08842443729903537,0.4060305794343461,353502,110
wl_strict_obvious__ni_k3_r4,ni_k3_r4,fixed,,,1247,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,355074,0.6981111672542031,0.28061224489795916,0.9401709401709402,0.08821170809943865,0.40505376168109586,355074,110
wl_strict_obvious__ni_k2_r1,ni_k2_r1,fixed,,,1251,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,355366,0.6986852685988192,0.2780612244897959,0.9316239316239316,0.08713029576338929,0.4000880927910733,355366,109
wl_strict_obvious__ni_k2_r2,ni_k2_r2,fixed,,,1258,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,358703,0.7052461459515041,0.28061224489795916,0.9401709401709402,0.08744038155802862,0.4015119561338049,358703,110
wl_strict_obvious__ni_k2_r4,ni_k2_r4,fixed,,,1274,wl_strict_obvious,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,364244,0.7161403087957438,0.28061224489795916,0.9401709401709402,0.08634222919937205,0.39646941979303496,364244,110
